source,target,similarity
26,1779,0.038461538
26,1868,0.038461538
26,1998,0.038461538
27,287,0.076923077
27,522,0.038461538
27,647,0.038461538
27,758,0.038461538
27,1446,0.038461538
27,1811,0.038461538
28,119,0.038461538
28,710,0.038461538
28,718,0.038461538
28,1505,0.038461538
28,1517,0.038461538
28,1549,0.038461538
28,1793,0.038461538
28,1810,0.038461538
28,1924,0.038461538
28,2004,0.038461538
29,113,0.038461538
29,115,0.115384615
29,150,0.038461538
29,221,0.038461538
29,260,0.038461538
29,323,0.076923077
29,327,0.076923077
29,452,0.038461538
29,482,0.076923077
29,533,0.038461538
29,584,0.038461538
29,734,0.076923077
29,1074,0.038461538
29,1179,0.038461538
29,1391,0.076923077
29,1470,0.076923077
29,1504,0.076923077
29,1507,0.038461538
29,1679,0.076923077
29,1696,0.115384615
29,2038,0.038461538
30,141,0.038461538
30,199,0.038461538
30,719,0.038461538
30,855,0.038461538
30,916,0.038461538
30,1026,0.038461538
30,1210,0.038461538
30,1221,0.038461538
30,1506,0.038461538
30,1771,0.038461538
30,1795,0.038461538
31,267,0.038461538
31,1777,0.038461538
31,1912,0.038461538
31,1924,0.038461538
32,17,0.038461538
32,77,0.076923077
32,193,0.038461538
32,198,0.038461538
32,477,0.038461538
32,729,0.038461538
32,774,0.038461538
32,799,0.076923077
32,813,0.038461538
32,823,0.038461538
32,944,0.038461538
32,957,0.038461538
32,1035,0.038461538
32,1052,0.038461538
32,1141,0.038461538
32,1216,0.038461538
32,1231,0.038461538
32,1262,0.038461538
32,1282,0.076923077
32,1404,0.115384615
32,1427,0.038461538
32,1567,0.038461538
32,1785,0.038461538
32,1812,0.038461538
32,1926,0.038461538
32,2062,0.038461538
33,428,0.038461538
33,1070,0.076923077
33,1190,0.076923077
33,1625,0.038461538
34,472,0.038461538
34,1236,0.038461538
34,1337,0.038461538
34,1589,0.038461538
35,20,0.076923077
35,41,0.076923077
35,67,0.038461538
35,379,0.115384615
35,423,0.038461538
35,472,0.038461538
35,527,0.038461538
35,626,0.076923077
35,646,0.076923077
35,650,0.038461538
35,672,0.038461538
35,817,0.038461538
35,827,0.038461538
35,903,0.038461538
35,963,0.038461538
35,1079,0.038461538
35,1139,0.038461538
35,1145,0.038461538
35,1236,0.038461538
35,1337,0.038461538
35,1495,0.038461538
35,1513,0.038461538
35,1765,0.038461538
35,1830,0.038461538
35,1874,0.038461538
35,2000,0.076923077
35,2088,0.115384615
36,12,0.038461538
36,38,0.038461538
36,49,0.038461538
36,73,0.038461538
36,74,0.038461538
36,81,0.038461538
36,103,0.038461538
36,106,0.038461538
36,117,0.038461538
36,156,0.038461538
36,243,0.038461538
36,247,0.038461538
36,249,0.038461538
36,250,0.038461538
36,270,0.038461538
36,294,0.038461538
36,301,0.038461538
36,306,0.076923077
36,307,0.038461538
36,314,0.038461538
36,343,0.038461538
36,346,0.038461538
36,356,0.038461538
36,363,0.038461538
36,374,0.038461538
36,399,0.038461538
36,418,0.038461538
36,443,0.038461538
36,451,0.038461538
36,531,0.038461538
36,538,0.038461538
36,556,0.038461538
36,613,0.038461538
36,629,0.038461538
36,677,0.038461538
36,699,0.038461538
36,715,0.038461538
36,719,0.038461538
36,742,0.038461538
36,747,0.038461538
36,763,0.038461538
36,766,0.038461538
36,800,0.038461538
36,818,0.038461538
36,831,0.038461538
36,838,0.038461538
36,841,0.038461538
36,880,0.038461538
36,884,0.038461538
36,886,0.038461538
36,938,0.038461538
36,943,0.038461538
36,968,0.038461538
36,992,0.038461538
36,1002,0.038461538
36,1004,0.038461538
36,1042,0.038461538
36,1053,0.038461538
36,1084,0.038461538
36,1101,0.038461538
36,1102,0.038461538
36,1103,0.076923077
36,1134,0.038461538
36,1176,0.038461538
36,1179,0.038461538
36,1184,0.038461538
36,1196,0.038461538
36,1232,0.038461538
36,1256,0.038461538
36,1306,0.038461538
36,1352,0.038461538
36,1390,0.038461538
36,1392,0.038461538
36,1406,0.038461538
36,1425,0.038461538
36,1429,0.038461538
36,1474,0.038461538
36,1515,0.038461538
36,1529,0.038461538
36,1599,0.038461538
36,1604,0.038461538
36,1622,0.038461538
36,1633,0.038461538
36,1651,0.038461538
36,1688,0.038461538
36,1704,0.038461538
36,1707,0.038461538
36,1745,0.038461538
36,1757,0.038461538
36,1773,0.038461538
36,1883,0.038461538
36,1900,0.038461538
36,1908,0.038461538
36,1943,0.038461538
36,1947,0.038461538
36,1960,0.038461538
36,1970,0.038461538
36,1996,0.038461538
36,1999,0.038461538
36,2018,0.038461538
36,2048,0.038461538
36,2091,0.038461538
37,377,0.076923077
37,504,0.076923077
37,1031,0.038461538
37,1132,0.076923077
37,1503,0.076923077
37,1611,0.115384615
37,1941,0.076923077
37,2016,0.115384615
38,12,0.038461538
38,36,0.038461538
38,49,0.038461538
38,73,0.038461538
38,74,0.038461538
38,81,0.038461538
38,103,0.038461538
38,106,0.038461538
38,112,0.038461538
38,117,0.038461538
38,123,0.038461538
38,143,0.038461538
38,156,0.115384615
38,162,0.038461538
38,167,0.038461538
38,227,0.038461538
38,243,0.076923077
38,247,0.076923077
38,249,0.076923077
38,250,0.038461538
38,270,0.038461538
38,277,0.076923077
38,294,0.076923077
38,301,0.038461538
38,306,0.038461538
38,307,0.038461538
38,314,0.038461538
38,343,0.038461538
38,346,0.038461538
38,356,0.038461538
38,363,0.115384615
38,374,0.038461538
38,399,0.038461538
38,418,0.076923077
38,443,0.038461538
38,444,0.038461538
38,451,0.038461538
38,480,0.038461538
38,497,0.038461538
38,531,0.038461538
38,538,0.038461538
38,556,0.038461538
38,563,0.038461538
38,613,0.038461538
38,629,0.038461538
38,658,0.038461538
38,677,0.038461538
38,683,0.038461538
38,687,0.038461538
38,699,0.038461538
38,707,0.038461538
38,715,0.038461538
38,719,0.076923077
38,742,0.038461538
38,747,0.038461538
38,763,0.076923077
38,766,0.038461538
38,800,0.076923077
38,818,0.038461538
38,831,0.038461538
38,838,0.076923077
38,841,0.076923077
38,855,0.038461538
38,878,0.038461538
38,880,0.038461538
38,884,0.038461538
38,886,0.038461538
38,916,0.038461538
38,938,0.038461538
38,943,0.038461538
38,952,0.038461538
38,968,0.076923077
38,992,0.076923077
38,1002,0.076923077
38,1004,0.038461538
38,1026,0.038461538
38,1032,0.038461538
38,1042,0.038461538
38,1053,0.038461538
38,1084,0.076923077
38,1101,0.038461538
38,1102,0.076923077
38,1103,0.038461538
38,1133,0.038461538
38,1134,0.076923077
38,1176,0.038461538
38,1179,0.038461538
38,1184,0.038461538
38,1196,0.038461538
38,1206,0.038461538
38,1210,0.038461538
38,1221,0.038461538
38,1232,0.076923077
38,1256,0.076923077
38,1278,0.038461538
38,1306,0.115384615
38,1352,0.038461538
38,1381,0.038461538
38,1390,0.076923077
38,1392,0.115384615
38,1406,0.038461538
38,1425,0.115384615
38,1426,0.038461538
38,1429,0.076923077
38,1437,0.038461538
38,1458,0.038461538
38,1473,0.038461538
38,1474,0.038461538
38,1504,0.038461538
38,1515,0.076923077
38,1529,0.038461538
38,1561,0.038461538
38,1599,0.038461538
38,1604,0.038461538
38,1622,0.038461538
38,1633,0.076923077
38,1651,0.076923077
38,1688,0.115384615
38,1704,0.076923077
38,1707,0.076923077
38,1713,0.038461538
38,1744,0.038461538
38,1745,0.038461538
38,1757,0.076923077
38,1771,0.038461538
38,1773,0.038461538
38,1809,0.038461538
38,1883,0.076923077
38,1898,0.038461538
38,1900,0.076923077
38,1908,0.038461538
38,1939,0.038461538
38,1943,0.038461538
38,1947,0.038461538
38,1960,0.038461538
38,1970,0.038461538
38,1996,0.076923077
38,1999,0.038461538
38,2018,0.038461538
38,2048,0.038461538
38,2091,0.076923077
39,430,0.038461538
39,663,0.038461538
39,851,0.038461538
39,1138,0.038461538
39,1586,0.038461538
39,1752,0.038461538
39,1958,0.038461538
39,2100,0.038461538
40,23,0.038461538
40,172,0.038461538
40,249,0.038461538
40,479,0.076923077
40,506,0.038461538
40,585,0.038461538
40,965,0.038461538
40,969,0.038461538
40,987,0.038461538
40,1004,0.038461538
40,1042,0.038461538
40,1096,0.038461538
40,1101,0.038461538
40,1102,0.038461538
40,1318,0.076923077
40,1390,0.076923077
40,1424,0.038461538
40,1478,0.038461538
40,1604,0.076923077
40,1757,0.076923077
40,1763,0.115384615
40,1846,0.076923077
40,1889,0.038461538
40,1997,0.076923077
40,2010,0.038461538
40,2034,0.038461538
40,2038,0.038461538
40,2043,0.038461538
41,35,0.076923077
41,646,0.115384615
41,903,0.038461538
41,1139,0.038461538
41,1236,0.038461538
41,1513,0.038461538
41,1589,0.038461538
41,1624,0.038461538
42,202,0.038461538
42,404,0.038461538
42,449,0.038461538
42,571,0.038461538
42,630,0.038461538
42,856,0.038461538
42,1776,0.038461538
42,1820,0.038461538
43,198,0.038461538
43,297,0.038461538
43,713,0.038461538
43,774,0.038461538
43,982,0.038461538
43,1035,0.038461538
43,1072,0.038461538
43,1684,0.038461538
43,1785,0.038461538
43,1869,0.038461538
44,24,0.038461538
45,382,0.038461538
45,454,0.038461538
46,392,0.076923077
46,395,0.038461538
46,624,0.038461538
46,787,0.038461538
46,854,0.038461538
46,1005,0.076923077
46,1056,0.076923077
46,1059,0.076923077
46,1258,0.076923077
46,1364,0.076923077
46,1445,0.115384615
46,1762,0.038461538
46,1831,0.076923077
46,1868,0.038461538
46,2040,0.038461538
46,2041,0.038461538
46,2051,0.076923077
47,228,0.038461538
47,296,0.038461538
47,358,0.038461538
47,488,0.038461538
47,631,0.038461538
47,832,0.038461538
47,1160,0.076923077
47,1769,0.038461538
47,1950,0.038461538
47,1956,0.038461538
47,1981,0.038461538
48,199,0.076923077
48,207,0.076923077
48,293,0.038461538
48,406,0.076923077
48,522,0.076923077
48,552,0.076923077
48,881,0.038461538
48,1359,0.076923077
48,1545,0.115384615
48,1847,0.038461538
48,1877,0.038461538
48,2009,0.076923077
48,2058,0.076923077
49,12,0.038461538
49,36,0.038461538
49,38,0.038461538
49,73,0.038461538
49,74,0.038461538
49,81,0.038461538
49,103,0.038461538
49,106,0.038461538
49,117,0.038461538
49,143,0.038461538
49,147,0.038461538
49,156,0.038461538
49,187,0.038461538
49,243,0.038461538
49,247,0.038461538
49,249,0.038461538
49,250,0.038461538
49,270,0.038461538
49,294,0.038461538
49,301,0.038461538
49,306,0.076923077
49,307,0.038461538
49,314,0.038461538
49,346,0.038461538
49,356,0.038461538
49,363,0.038461538
49,365,0.076923077
49,374,0.038461538
49,399,0.038461538
49,406,0.038461538
49,413,0.038461538
49,418,0.038461538
49,443,0.038461538
49,451,0.038461538
49,470,0.038461538
49,499,0.038461538
49,510,0.038461538
49,513,0.038461538
49,531,0.038461538
49,538,0.038461538
49,547,0.038461538
49,556,0.038461538
49,613,0.115384615
49,629,0.038461538
49,677,0.038461538
49,699,0.038461538
49,719,0.038461538
49,742,0.038461538
49,747,0.038461538
49,756,0.038461538
49,763,0.038461538
49,766,0.038461538
49,800,0.038461538
49,818,0.038461538
49,831,0.038461538
49,838,0.038461538
49,841,0.038461538
49,849,0.038461538
49,878,0.038461538
49,880,0.038461538
49,884,0.038461538
49,886,0.038461538
49,908,0.038461538
49,938,0.038461538
49,943,0.038461538
49,947,0.038461538
49,968,0.038461538
49,981,0.038461538
49,992,0.038461538
49,1002,0.038461538
49,1004,0.038461538
49,1032,0.038461538
49,1042,0.038461538
49,1053,0.038461538
49,1084,0.076923077
49,1098,0.038461538
49,1101,0.038461538
49,1102,0.038461538
49,1103,0.038461538
49,1134,0.038461538
49,1176,0.038461538
49,1179,0.038461538
49,1184,0.038461538
49,1206,0.038461538
49,1210,0.038461538
49,1219,0.038461538
49,1232,0.038461538
49,1256,0.038461538
49,1306,0.038461538
49,1340,0.038461538
49,1351,0.038461538
49,1352,0.038461538
49,1390,0.192307692
49,1392,0.038461538
49,1406,0.038461538
49,1425,0.038461538
49,1429,0.038461538
49,1471,0.038461538
49,1474,0.038461538
49,1515,0.038461538
49,1529,0.038461538
49,1599,0.038461538
49,1604,0.038461538
49,1622,0.038461538
49,1633,0.076923077
49,1651,0.038461538
49,1680,0.038461538
49,1688,0.038461538
49,1704,0.038461538
49,1707,0.038461538
49,1745,0.038461538
49,1757,0.038461538
49,1773,0.038461538
49,1797,0.038461538
49,1806,0.038461538
49,1809,0.038461538
49,1883,0.038461538
49,1900,0.038461538
49,1908,0.038461538
49,1943,0.038461538
49,1947,0.038461538
49,1959,0.038461538
49,1960,0.038461538
49,1970,0.038461538
49,1979,0.038461538
49,1996,0.076923077
49,1999,0.038461538
49,2018,0.038461538
49,2048,0.038461538
49,2091,0.038461538
50,16,0.038461538
50,19,0.038461538
50,59,0.038461538
50,79,0.038461538
50,85,0.038461538
50,208,0.038461538
50,223,0.038461538
50,258,0.038461538
50,429,0.038461538
50,507,0.038461538
50,564,0.038461538
50,599,0.038461538
50,608,0.038461538
50,640,0.038461538
50,654,0.038461538
50,675,0.038461538
50,693,0.038461538
50,746,0.038461538
50,757,0.038461538
50,774,0.038461538
50,781,0.038461538
50,794,0.038461538
50,824,0.038461538
50,897,0.038461538
50,946,0.038461538
50,955,0.038461538
50,1023,0.038461538
50,1073,0.038461538
50,1153,0.038461538
50,1233,0.038461538
50,1253,0.038461538
50,1255,0.038461538
50,1285,0.038461538
50,1294,0.038461538
50,1376,0.038461538
50,1540,0.038461538
50,1544,0.038461538
50,1572,0.038461538
50,1591,0.038461538
50,1620,0.038461538
50,1639,0.038461538
50,1702,0.038461538
50,1785,0.038461538
50,1835,0.038461538
50,1870,0.038461538
50,1882,0.038461538
50,1894,0.038461538
50,1904,0.038461538
50,1952,0.038461538
50,1989,0.038461538
50,2094,0.038461538
50,2104,0.038461538
51,1070,0.038461538
51,1190,0.038461538
52,89,0.038461538
52,125,0.038461538
52,128,0.038461538
52,237,0.038461538
52,316,0.038461538
52,395,0.038461538
52,487,0.038461538
52,520,0.038461538
52,592,0.076923077
52,598,0.038461538
52,633,0.038461538
52,845,0.038461538
52,854,0.038461538
52,986,0.038461538
52,1005,0.038461538
52,1174,0.038461538
52,1365,0.038461538
52,1413,0.038461538
52,1449,0.038461538
52,1477,0.038461538
52,1656,0.038461538
52,1971,0.038461538
53,344,0.038461538
53,417,0.038461538
54,193,0.038461538
54,220,0.038461538
54,477,0.038461538
54,946,0.038461538
55,126,0.038461538
55,141,0.038461538
55,160,0.038461538
55,366,0.038461538
55,461,0.038461538
55,489,0.038461538
55,720,0.038461538
55,726,0.038461538
55,745,0.038461538
55,857,0.038461538
55,878,0.038461538
55,1219,0.038461538
55,1280,0.038461538
55,1383,0.076923077
55,1390,0.038461538
55,1524,0.038461538
55,1558,0.038461538
55,1664,0.038461538
55,1795,0.038461538
55,1853,0.038461538
55,1867,0.038461538
55,1961,0.038461538
55,1979,0.038461538
55,2077,0.038461538
55,2101,0.038461538
56,343,0.038461538
56,503,0.038461538
56,1143,0.038461538
56,1476,0.038461538
56,1558,0.038461538
56,1918,0.038461538
57,587,0.038461538
57,1172,0.038461538
57,1525,0.038461538
57,1611,0.038461538
58,96,0.038461538
58,844,0.038461538
58,1286,0.038461538
58,1534,0.038461538
58,1857,0.038461538
59,16,0.038461538
59,19,0.038461538
59,50,0.038461538
59,79,0.038461538
59,85,0.038461538
59,208,0.038461538
59,223,0.038461538
59,429,0.038461538
59,507,0.038461538
59,564,0.038461538
59,599,0.038461538
59,608,0.038461538
59,640,0.038461538
59,654,0.038461538
59,675,0.038461538
59,693,0.038461538
59,746,0.038461538
59,757,0.038461538
59,774,0.038461538
59,781,0.038461538
59,794,0.038461538
59,824,0.038461538
59,897,0.038461538
59,946,0.038461538
59,955,0.038461538
59,1023,0.038461538
59,1073,0.038461538
59,1153,0.038461538
59,1233,0.038461538
59,1253,0.038461538
59,1255,0.038461538
59,1285,0.038461538
59,1294,0.038461538
59,1376,0.038461538
59,1540,0.038461538
59,1544,0.038461538
59,1572,0.038461538
59,1591,0.038461538
59,1620,0.038461538
59,1639,0.038461538
59,1702,0.038461538
59,1835,0.038461538
59,1870,0.038461538
59,1882,0.038461538
59,1894,0.038461538
59,1904,0.038461538
59,1952,0.038461538
59,1989,0.038461538
59,2094,0.038461538
59,2104,0.038461538
60,94,0.038461538
60,387,0.038461538
60,928,0.038461538
60,1050,0.038461538
60,1122,0.038461538
60,1872,0.038461538
60,1965,0.038461538
61,84,0.038461538
62,625,0.038461538
62,1339,0.038461538
62,1595,0.038461538
63,24,0.038461538
63,701,0.038461538
63,900,0.038461538
63,1738,0.038461538
64,298,0.076923077
64,394,0.115384615
64,496,0.076923077
64,850,0.038461538
64,1006,0.038461538
64,1298,0.038461538
64,1322,0.038461538
64,1362,0.038461538
64,1410,0.038461538
64,1554,0.038461538
64,1683,0.038461538
64,1691,0.115384615
64,1975,0.115384615
65,538,0.038461538
65,643,0.038461538
65,661,0.038461538
65,841,0.038461538
65,1264,0.038461538
65,1651,0.038461538
65,1809,0.038461538
65,2020,0.076923077
66,635,0.076923077
66,1259,0.038461538
66,1271,0.038461538
